,title,id,release_date,popularity,genre_ids
1863,The Parent Trap,9820,1998-07-28,1.957056,"[35, 18, 10751]"
1864,Pocahontas II: Journey to a New World,13761,1998-08-04,1.950704,"[12, 16, 10749, 10751]"
1865,U.S. Marshals,11808,1998-03-05,1.923345,"[53, 80, 28]"
1866,The Second Wife,210726,1998-11-05,1.898781,"[35, 10749]"
1867,Wild Things,617,1998-03-20,1.886283,"[80, 18, 9648]"
1868,Happiness,10683,1998-10-16,1.883276,"[35, 18]"
1869,The Rugrats Movie,14444,1998-11-20,1.872111,"[16, 10751]"
1870,54,3682,1998-08-28,1.867592,"[10402, 18]"
1871,Ever After: A Cinderella Story,9454,1998-07-31,1.867138,"[18, 10749, 35]"
1872,An American Tail: The Treasure of Manhattan Island,31473,1998-11-16,1.857632,"[12, 16]"
1873,Who Am I?,8697,1998-01-17,1.851676,"[12, 28, 35, 53]"
1874,Rear Window,11603,1998-11-22,1.83439,"[18, 53, 10770]"
1875,Gia,14533,1998-01-31,1.833853,"[18, 10749]"
1876,The Waterboy,10663,1998-11-06,1.819882,[35]
1877,The Wedding Singer,11003,1998-02-13,1.817535,"[10749, 35]"
1878,Rounders,10220,1998-09-11,1.814584,"[18, 80]"
1879,Merlin,7096,1998-04-26,1.795488,"[12, 18, 14]"
1880,Pokémon: The First Movie: Mewtwo Strikes Back,10228,1998-07-18,1.792627,[16]
1881,Lost in Space,2157,1998-04-03,1.779115,"[12, 10751, 878]"
1882,"Black Cat, White Cat",1075,1998-06-01,1.771161,"[35, 10749]"
1883,"Lock, Stock and Two Smoking Barrels",100,1998-03-05,1.752122,"[35, 80]"
1884,I Still Know What You Did Last Summer,3600,1998-11-13,1.751671,"[27, 9648, 53]"
1885,Mercury Rising,8838,1998-04-02,1.750856,"[28, 80, 18, 53]"
1886,Ringu,2671,1998-01-31,1.747183,"[27, 53]"
1887,The Dinner Game,9421,1998-04-15,1.741723,[35]
1888,Deep Rising,9457,1998-01-30,1.738353,"[12, 28, 27, 878]"
1889,The Horse Whisperer,547,1998-05-14,1.736077,"[18, 10749]"
1890,Polish Wedding,38509,1998-01-16,1.733,"[35, 18]"
1891,City of Angels,795,1998-04-10,1.718105,"[18, 14, 10749]"
1892,Addams Family Reunion,11508,1998-09-22,1.716998,"[35, 10751, 14, 53, 10770]"
1893,Stepmom,9441,1998-12-25,1.702753,"[18, 10749]"
1894,Vampires,9945,1998-10-30,1.699008,"[28, 18, 14, 27, 53]"
1895,The Legend of 1900,10376,1998-10-28,1.697707,[14]
1896,The Mighty,9821,1998-10-23,1.680625,"[35, 18]"
1897,Very Bad Things,10029,1998-09-11,1.680559,"[35, 80, 53]"
1898,The Wounds,51022,1998-05-27,1.672137,"[10752, 18, 35, 80]"
1899,Thursday,9812,1998-09-25,1.661607,"[18, 28, 80, 53]"
1900,Titanic,597,1997-11-18,7.822782,"[18, 10749, 53]"
1901,Eddie Izzard: Glorious,13590,1997-11-17,6.091625,[35]
1902,The Fifth Element,18,1997-05-07,4.934869,"[12, 14, 28, 53, 878]"
1903,Princess Mononoke,128,1997-07-12,4.136984,"[12, 14, 16]"
1904,Life Is Beautiful,637,1997-12-20,3.998769,"[35, 18]"
1905,Men in Black,607,1997-07-01,3.854896,"[28, 12, 35, 878]"
1906,Contact,686,1997-07-11,3.530265,"[18, 878, 9648]"
1907,Cube,431,1997-09-09,3.485995,"[53, 878, 9648]"
1908,Starship Troopers,563,1997-11-06,3.470966,"[12, 28, 53, 878]"
1909,Hercules,11970,1997-06-26,3.46406,"[16, 10751, 14, 12, 35, 10749]"
1910,Tomorrow Never Dies,714,1997-12-11,3.361088,"[12, 28, 53]"
1911,Batman & Robin,415,1997-06-20,3.313345,"[28, 80, 14, 878]"
1912,Con Air,1701,1997-06-01,3.148221,"[28, 53, 80]"
1913,Good Will Hunting,489,1997-12-05,3.134615,[18]
1914,Donnie Brasco,9366,1997-02-27,3.124836,"[80, 18, 53]"
1915,Seven Years in Tibet,978,1997-09-12,3.00025,"[12, 18, 10752, 36]"
1916,Alien: Resurrection,8078,1997-11-12,2.937617,"[878, 27, 28]"
1917,Gattaca,782,1997-09-07,2.925154,"[53, 878, 9648, 10749]"
1918,Scream 2,4233,1997-12-09,2.805605,"[27, 9648]"
1919,Liar Liar,1624,1997-03-21,2.8028,[35]
1920,Anastasia,9444,1997-11-20,2.788039,"[16, 10751]"
1921,Fever Pitch,1610,1997-04-04,2.763677,"[35, 10749]"
1922,Jackie Brown,184,1997-12-24,2.736834,"[28, 80, 18, 53]"
1923,Volcano,10357,1997-04-25,2.714593,"[878, 28, 18, 53]"
1924,Knockin' on Heaven's Door,158,1997-02-20,2.676394,"[35, 80]"
1925,The Devil's Advocate,1813,1997-10-17,2.661876,"[18, 27, 9648, 53]"
1926,Face/Off,754,1997-06-27,2.658755,"[28, 80, 878, 53]"
1927,The Wings of the Dove,45609,1997-11-07,2.630617,"[18, 10749]"
1928,The Game,2649,1997-09-12,2.629855,"[18, 53, 9648]"
1929,Dobermann,10347,1997-06-18,2.567815,"[28, 80]"
1930,The Rainmaker,11975,1997-11-18,2.559648,"[18, 80, 53]"
1931,Fierce Creatures,12145,1997-01-24,2.545997,"[35, 10749]"
1932,The End of Violence,46625,1997-09-12,2.537602,"[18, 53]"
1933,Austin Powers: International Man of Mystery,816,1997-05-02,2.467971,"[878, 35, 80]"
1934,Dante's Peak,9619,1997-02-07,2.408824,"[28, 12, 53]"
1935,As Good as It Gets,2898,1997-12-19,2.386294,"[35, 10749]"
1936,Retroactive,26689,1997-01-01,2.333651,"[878, 53]"
1937,L.A. Confidential,2118,1997-09-19,2.315722,"[80, 18, 9648, 53]"
1938,Nothing to Lose,11676,1997-07-18,2.303641,"[28, 12, 35]"
1939,Lost Highway,638,1997-01-15,2.303367,"[18, 53, 9648]"
1940,An American Werewolf in Paris,9406,1997-12-25,2.301978,"[27, 35]"
1941,A Life Less Ordinary,8067,1997-10-24,2.298198,"[14, 18, 35, 53, 878, 10749]"
1942,Beauty and the Beast: The Enchanted Christmas,13313,1997-11-11,2.27359,"[16, 10751]"
1943,The Peacemaker,6623,1997-09-26,2.256452,"[28, 53]"
1944,Event Horizon,8413,1997-08-15,2.199226,"[27, 878, 9648]"
1945,For Richer or Poorer,10371,1997-12-11,2.197103,[35]
1946,Chasing Amy,2255,1997-04-04,2.195367,"[35, 18, 10749]"
1947,I Know What You Did Last Summer,3597,1997-10-17,2.18827,"[27, 53, 9648]"
1948,G.I. Jane,4421,1997-08-22,2.18102,"[28, 18]"
1949,Air Bud,20737,1997-08-01,2.180838,"[35, 10751, 18]"
1950,The Jackal,4824,1997-11-13,2.157669,"[28, 53, 12, 80]"
1951,Mimic,4961,1997-08-22,2.144088,"[14, 27, 53]"
1952,Home Alone 3,9714,1997-12-12,2.139218,"[35, 10751]"
1953,The Edge,9433,1997-09-06,2.125334,"[12, 28, 18, 53]"
1954,The Swan Princess: Escape from Castle Mountain,54113,1997-01-01,2.072512,"[14, 16, 10749, 10751]"
1955,Trekkies,15800,1997-10-18,2.018035,[99]
1956,Poison Ivy: The New Seduction,18222,1997-01-01,1.988363,"[53, 10749]"
1957,The Devil's Own,4477,1997-03-12,1.966621,"[80, 53, 18]"
1958,U Turn,10155,1997-10-03,1.957845,[53]
1959,Bean,1281,1997-07-29,1.950293,[35]
1960,Turbo: A Power Rangers Movie,6499,1997-03-27,1.947698,"[28, 12, 10751, 14, 878, 53]"
1961,Conspiracy Theory,8834,1997-08-07,1.940416,"[28, 18, 9648, 53]"
1962,The Odyssey,17266,1997-05-18,1.936265,"[12, 14]"
1963,Mortal Kombat: Annihilation,9823,1997-11-21,1.930337,"[28, 14, 878]"
1964,Free Willy 3: The Rescue,18519,1997-08-08,1.925476,[12]
1965,Playing God,12628,1997-10-17,1.920599,"[18, 28, 53, 80]"
1966,Speed 2: Cruise Control,1639,1997-06-12,1.918065,"[28, 12, 53]"
1967,12 Angry Men,12219,1997-08-17,1.915859,"[80, 18]"
1968,Boogie Nights,4995,1997-09-11,1.909464,[18]
1969,Cop Land,2142,1997-08-15,1.903328,"[28, 80, 18]"
1970,Rosewood,25624,1997-02-21,1.89468,"[18, 36]"
1971,The Postman,9922,1997-12-25,1.880619,"[18, 12]"
1972,Absolute Power,66,1997-02-14,1.869437,"[80, 18, 53]"
1973,Air Force One,9772,1997-07-23,1.844508,"[28, 53]"
1974,Wishmaster,10351,1997-09-19,1.843141,[27]
1975,Breakdown,2163,1997-05-02,1.832858,"[18, 28, 53]"
1976,Wilde,11365,1997-09-01,1.810468,"[18, 36]"
1977,Anaconda,9360,1997-04-11,1.809815,"[12, 27, 53]"
1978,Excess Baggage,26180,1997-08-29,1.809698,"[28, 35, 10749]"
1979,Metro,8860,1997-01-16,1.798364,"[28, 12, 35, 80, 53]"
1980,Wag the Dog,586,1997-12-25,1.783446,"[35, 18]"
1981,MouseHunt,6283,1997-12-19,1.767139,"[35, 10751]"
1982,The Full Monty,9427,1997-08-13,1.765872,[35]
1983,Bent,19601,1997-11-26,1.745017,"[18, 36, 10749]"
1984,Kiss the Girls,9437,1997-10-03,1.728569,"[18, 9648, 53, 80]"
1985,Murder at 1600,9415,1997-04-18,1.727652,"[28, 18, 9648, 53, 80]"
1986,My Best Friend's Wedding,8874,1997-06-19,1.714953,"[35, 10749]"
1987,The Saint,10003,1997-04-03,1.713304,"[53, 28, 10749, 878, 12]"
1988,McHale's Navy,14908,1997-04-18,1.70888,"[28, 35, 10749]"
1989,Robinson Crusoe,11210,1997-06-11,1.703537,"[28, 12, 18]"
1990,Beverly Hills Ninja,9622,1997-01-17,1.691037,"[28, 35]"
1991,Midnight in the Garden of Good and Evil,8197,1997-11-21,1.688915,"[80, 18, 9648, 53]"
1992,George of the Jungle,10603,1997-07-15,1.687654,"[12, 35, 10751, 10749]"
1993,Backroads,103626,1997-11-28,1.681984,"[10749, 18]"
1994,Deconstructing Harry,2639,1997-08-26,1.672272,"[35, 18]"
1995,Prefontaine,26306,1997-01-24,1.665018,"[18, 10749]"
1996,Face,26124,1997-09-26,1.660128,"[80, 18, 53]"
1997,Flubber,9574,1997-11-26,1.659933,"[35, 10751, 878]"
1998,Kundun,9746,1997-12-25,1.656709,[18]
1999,Mr. Nice Guy,10622,1997-01-31,1.652734,"[80, 28, 35]"
2000,Mission: Impossible,954,1996-05-21,4.78804,"[12, 28, 53]"
2001,Independence Day,602,1996-06-25,4.700997,"[28, 12, 878]"
2002,Trainspotting,627,1996-02-23,4.685106,"[18, 80]"
2003,From Dusk Till Dawn,755,1996-01-19,3.830915,"[27, 28, 53, 80]"
2004,The Rock,9802,1996-06-06,3.666239,"[28, 12, 53]"
2005,Mars Attacks!,75,1996-12-12,3.630594,"[35, 14, 878]"
2006,Romeo + Juliet,454,1996-10-31,3.485477,"[18, 10749]"
2007,The English Patient,409,1996-11-14,3.224982,"[18, 10749, 10752]"
2008,Fargo,275,1996-04-05,3.18329,"[80, 18, 53]"
2009,Space Jam,2300,1996-11-15,3.043817,"[16, 35, 18, 10751, 14]"
2010,Multiplicity,9304,1996-07-19,2.961736,"[35, 14, 878]"
2011,2 Days in the Valley,9401,1996-09-11,2.921511,"[35, 80]"
2012,Scream,4232,1996-12-19,2.917007,"[80, 27, 9648]"
2013,Broken Arrow,9208,1996-02-09,2.866164,"[28, 12, 18, 53]"
2014,A Time to Kill,1645,1996-07-24,2.635585,"[80, 18, 53]"
2015,Jerry Maguire,9390,1996-12-06,2.632046,"[35, 18, 10749]"
2016,The Hunchback of Notre Dame,10545,1996-06-21,2.622463,"[16, 10751, 10402]"
2017,Chain Reaction,12123,1996-08-02,2.4981,[12]
2018,The Truth About Cats & Dogs,8866,1996-04-26,2.48683,"[35, 10749]"
2019,James and the Giant Peach,10539,1996-04-12,2.482297,"[12, 16, 10751]"
2020,Twister,664,1996-05-09,2.358731,"[28, 12, 18]"
2021,City Hall,11062,1996-02-16,2.352066,"[18, 53]"
2022,Escape from L.A.,10061,1996-08-09,2.339002,"[28, 12, 878, 53]"
2023,Phenomenon,9294,1996-07-05,2.331444,"[18, 14, 10749, 878]"
2024,Star Trek: First Contact,199,1996-11-21,2.269925,"[878, 28, 12, 53]"
2025,Gulliver's Travels,26787,1996-02-04,2.255546,"[12, 10751, 14]"
2026,Happy Gilmore,9614,1996-02-16,2.239276,[35]
2027,Up Close & Personal,9302,1996-03-01,2.239016,"[18, 10749]"
2028,Matilda,10830,1996-08-02,2.236913,"[35, 10751, 14]"
2029,The Frighteners,10779,1996-07-18,2.235308,"[27, 35]"
2030,La Promesse,24183,1996-09-07,2.211114,[18]
2031,Eraser,9268,1996-06-21,2.206272,"[28, 18, 9648, 53]"
2032,The Mirror Has Two Faces,25189,1996-11-15,2.193383,"[35, 18, 10749]"
2033,Aladdin and the King of Thieves,11238,1996-05-20,2.192364,"[12, 16, 10751]"
2034,Striptease,9879,1996-06-28,2.156716,"[18, 53, 80]"
2035,Everyone Says I Love You,9716,1996-12-06,2.130022,"[10402, 35, 10749]"
2036,The Juror,9623,1996-02-02,2.127302,"[18, 53]"
2037,Emma,3573,1996-08-02,2.107696,"[35, 18, 10749]"
2038,The Nutty Professor,9327,1996-06-26,2.044183,"[14, 35, 10749, 878]"
2039,Fear,10543,1996-04-12,2.039502,"[18, 53, 10749]"
2040,Swingers,10218,1996-10-18,2.029222,"[35, 10749]"
2041,That Thing You Do!,9591,1996-10-04,2.022072,"[35, 18]"
2042,101 Dalmatians,11674,1996-11-17,2.015551,"[35, 10751]"
2043,The Cable Guy,9894,1996-06-10,1.998698,"[35, 18, 53]"
2044,DragonHeart,8840,1996-05-31,1.996213,[14]
2045,Black Sheep,13997,1996-02-01,1.981416,[35]
2046,Kingpin,11543,1996-07-04,1.979924,[35]
2047,The Long Kiss Goodnight,11412,1996-10-11,1.972999,"[80, 28, 9648, 53]"
2048,The quest,9103,1996-04-19,1.962364,"[28, 12]"
2049,Courage Under Fire,10684,1996-07-04,1.96203,"[18, 53, 9648, 10752]"
2050,Crash,884,1996-07-17,1.961235,"[18, 53, 10749]"
2051,Breaking the Waves,145,1996-10-18,1.961034,"[18, 10749]"
2052,Siraichalai,78781,1996-08-01,1.950949,"[28, 18]"
2053,The People vs. Larry Flynt,1630,1996-10-12,1.950691,[18]
2054,Tin Cup,10478,1996-08-16,1.935201,"[35, 18, 10749]"
2055,White Squall,10534,1996-02-02,1.929512,"[28, 18]"
2056,Hamlet,10549,1996-12-25,1.920511,[18]
2057,The Arrival,10547,1996-05-31,1.907416,"[28, 9648, 878, 53]"
2058,Mulholland Falls,10990,1996-04-26,1.880281,"[18, 9648, 53]"
2059,A Very Brady Sequel,12606,1996-08-23,1.842012,[35]
2060,Executive Decision,2320,1996-03-15,1.828042,"[28, 12, 18, 53]"
2061,Sleepers,819,1996-10-18,1.817262,"[80, 18, 53]"
2062,Ransom,3595,1996-11-08,1.790296,"[28, 53]"
2063,The Ghost and the Darkness,10586,1996-10-11,1.788342,[12]
2064,Sling Blade,12498,1996-08-30,1.785895,[18]
2065,Primal Fear,1592,1996-04-03,1.76896,"[80, 18, 9648, 53]"
2066,Freeway,11229,1996-08-23,1.766266,"[35, 18, 53]"
2067,The Birdcage,11000,1996-03-08,1.749984,[35]
2068,Jack,7095,1996-08-09,1.747471,"[35, 18, 878]"
2069,Bogus,3587,1996-09-06,1.745453,"[14, 35, 10751]"
2070,Nelly and Monsieur Arnaud,12652,1996-04-12,1.73859,"[18, 10749]"
2071,Evita,8818,1996-12-14,1.730642,"[36, 18, 10402]"
2072,Loch Ness,51043,1996-08-23,1.73016,"[18, 10751]"
2073,Citizen Ruth,13891,1996-12-13,1.71015,"[18, 35]"
2074,Carpool,23945,1996-08-23,1.699785,"[35, 10751]"
2075,Female Perversions,41801,1996-01-22,1.675944,"[18, 10749]"
2076,The Chamber,6346,1996-10-11,1.674897,"[18, 53]"
2077,Beavis and Butt-Head Do America,3179,1996-12-15,1.668743,"[16, 35]"
2078,Tremors 2: Aftershocks,11069,1996-04-09,1.666739,"[27, 28, 35, 878]"
2079,The Island of Dr. Moreau,9306,1996-08-23,1.614865,"[14, 27, 878]"
2080,Secrets & Lies,11159,1996-05-24,1.603617,[18]
2081,The Substitute,20762,1996-04-19,1.600125,"[28, 53]"
2082,The Craft,9100,1996-05-03,1.599882,"[14, 18, 27, 53]"
2083,Bulletproof,10723,1996-09-06,1.596547,"[28, 12, 35, 53]"
2084,Daylight,11228,1996-12-06,1.596454,"[28, 12, 53]"
2085,Thesis,9299,1996-04-11,1.595804,"[27, 53]"
2086,Feeling Minnesota,12656,1996-09-13,1.593765,"[28, 35, 18, 53]"
2087,She's the One,11363,1996-08-26,1.59134,"[35, 10749]"
2088,Last Man Standing,9333,1996-09-20,1.571423,"[28, 80, 18, 53]"
2089,Bound,9303,1996-09-13,1.564794,"[80, 18, 10749, 53]"
2090,Emma,12254,1996-08-01,1.562293,"[10770, 35, 18, 10749]"
2091,Doctor Who,15691,1996-05-14,1.560602,"[10770, 12, 18, 878]"
2092,Homeward Bound II: Lost in San Francisco,25059,1996-03-08,1.557133,"[12, 35, 18, 10751]"
2093,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,10607,1996-01-12,1.550259,[35]
2094,Spy Hard,10535,1996-05-24,1.549206,"[28, 35]"
2095,Yu Pui Tsuen III,191561,1996-08-10,1.546394,[]
2096,Hard Eight,8052,1996-02-28,1.545997,"[18, 53]"
2097,Down Periscope,9101,1996-03-01,1.544882,[35]
2098,The Adventures of Pinocchio,18975,1996-07-26,1.544865,"[16, 10751, 14]"
2099,D3: The Mighty Ducks,10680,1996-10-04,1.544844,"[28, 35, 18, 10751]"
2100,Ghost in the Shell,9323,1995-11-18,6.135032,"[28, 16, 878]"
2101,Se7en,807,1995-09-22,5.929874,"[80, 9648, 53]"
2102,Toy Story,862,1995-10-30,5.527839,"[16, 35, 10751]"
2103,The Usual Suspects,629,1995-07-19,4.464483,"[18, 80, 53]"
2104,Braveheart,197,1995-05-24,4.297128,"[28, 18, 36, 10752]"
2105,Bad Boys,9737,1995-04-07,4.249866,"[12, 18, 28, 35, 53, 80]"
2106,Die Hard: With a Vengeance,1572,1995-05-19,4.095134,"[28, 53]"
2107,Twelve Monkeys,63,1995-12-29,3.951265,"[878, 53, 9648]"
2108,Jumanji,8844,1995-12-15,3.664685,"[12, 14, 10751]"
2109,Casino,524,1995-11-22,3.382803,"[18, 80]"
2110,Heat,949,1995-12-15,3.312777,"[28, 80, 18, 53]"
2111,GoldenEye,710,1995-11-16,3.135197,"[12, 28, 53]"
2112,Hackers,10428,1995-09-14,3.075843,"[28, 80, 53, 18]"
2113,Desperado,8068,1995-08-25,2.983449,"[53, 28, 80]"
2114,Ace Ventura: When Nature Calls,9273,1995-11-10,2.943272,[35]
2115,Species,9348,1995-07-07,2.829763,"[878, 27, 28]"
2116,Dolores Claiborne,11929,1995-03-24,2.826162,"[9648, 18, 53, 80]"
2117,Batman Forever,414,1995-05-31,2.662445,"[878, 14, 28, 80]"
2118,Waterworld,9804,1995-07-28,2.633568,"[12, 28]"
2119,Pocahontas,10530,1995-06-14,2.612232,"[12, 16, 18, 10751]"
2120,P.O. Box Tinto Brass,55580,1995-08-30,2.606272,[35]
2121,Apollo 13,568,1995-06-30,2.606159,[18]
2122,Four Rooms,5,1995-12-25,2.562953,"[80, 35]"
2123,La Haine,406,1995-05-31,2.450813,[18]
2124,Casper,8839,1995-05-26,2.433308,"[14, 35, 10751]"
2125,Balto,21032,1995-12-22,2.426266,"[10751, 16, 12]"
2126,Dangerous Minds,9909,1995-08-11,2.425689,"[18, 80]"
2127,It Takes Two,33689,1995-11-17,2.407791,"[35, 10751, 10749]"
2128,Forget Paris,10525,1995-05-19,2.365702,"[35, 18, 10749]"
2129,Judge Dredd,9482,1995-06-30,2.316125,[878]
2130,Restoration,35196,1995-12-29,2.307077,"[18, 10749]"
2131,The Basketball Diaries,10474,1995-04-21,2.283356,"[18, 80]"
2132,Whisper of the Heart,37797,1995-07-15,2.273709,"[16, 18, 10751]"
2133,Rob Roy,11780,1995-04-13,2.267285,[12]
2134,Clueless,9603,1995-07-19,2.265755,"[35, 18, 10749]"
2135,Village of the Damned,12122,1995-04-28,2.257199,"[53, 27, 878]"
2136,The Quick and the Dead,12106,1995-02-09,2.232707,"[28, 12, 18, 53, 37]"
2137,Leaving Las Vegas,451,1995-10-27,2.231104,"[18, 10749]"
2138,Dead Man,922,1995-05-26,2.223721,"[18, 14, 37]"
2139,Crimson Tide,8963,1995-05-12,2.166747,"[28, 53, 18]"
2140,Sense and Sensibility,4584,1995-12-13,2.141874,"[18, 10749]"
2141,Dead Man Walking,687,1995-12-29,2.098849,[18]
2142,Crying Freeman,9501,1995-04-23,2.095838,"[28, 80]"
2143,Underground,11902,1995-05-13,2.092123,"[10752, 35, 18]"
2144,Before Sunrise,76,1995-01-27,2.073376,"[18, 10749]"
2145,Free Willy 2 - The Adventure Home,9073,1995-07-19,2.070522,[12]
2146,Screamers,9102,1995-09-08,2.045191,"[27, 878]"
2147,Outbreak,6950,1995-03-10,2.015244,"[28, 18, 878, 53]"
2148,Johnny Mnemonic,9886,1995-05-26,2.006032,"[12, 28, 18, 878, 53]"
2149,Major Payne,11008,1995-03-24,1.905562,"[35, 10751]"
2150,The Langoliers,152426,1995-05-14,1.903233,"[18, 27, 878, 9648, 53]"
2151,Billy Madison,11017,1995-02-10,1.88331,[35]
2152,Mortal Kombat,9312,1995-08-18,1.870974,"[28, 14]"
2153,Trilogy of Lust,139318,1995-10-22,1.843812,"[10749, 18]"
2154,Sudden Death,9091,1995-12-22,1.83603,"[28, 12, 53]"
2155,Kiss of Death,6071,1995-04-21,1.80581,"[28, 80, 18, 53]"
2156,Mighty Aphrodite,11448,1995-09-13,1.796748,"[35, 10749]"
2157,The Prophecy,11980,1995-09-01,1.786308,"[14, 27, 53]"
2158,Haunted,18801,1995-10-27,1.786041,"[9648, 27]"
2159,A Goofy Movie,15789,1995-04-07,1.778187,"[10749, 16, 10751, 35, 12]"
2160,Assassins,9691,1995-10-06,1.766954,"[28, 12, 80, 53]"
2161,The Land Before Time III: The Time of the Great Giving,19004,1995-03-16,1.758583,"[16, 12, 10751]"
2162,Something to Talk About,18402,1995-08-04,1.750496,[35]
2163,The Bridges of Madison County,688,1995-05-28,1.744478,"[18, 10749]"
2164,Powder,12665,1995-10-27,1.743939,"[18, 14, 878, 53]"
2165,The Net,1642,1995-07-28,1.743603,"[80, 18, 9648, 53, 28]"
2166,To Die For,577,1995-05-20,1.739144,"[14, 18, 35, 53]"
2167,Money Train,11517,1995-11-21,1.738134,"[28, 35, 80]"
2168,The Immortals,29231,1995-10-05,1.708657,"[28, 80, 18, 53]"
2169,Babe,9598,1995-07-18,1.69788,"[14, 18, 35, 10751]"
2170,Showgirls,10802,1995-09-22,1.694149,[18]
2171,Wild Bill,65796,1995-12-01,1.688549,"[28, 37]"
2172,Strange Days,281,1995-10-13,1.681373,"[80, 18, 878, 53]"
2173,The American President,9087,1995-11-17,1.671588,"[35, 18, 10749]"
2174,A Walk in the Clouds,9560,1995-08-11,1.662054,"[18, 10749]"
2175,Candyman: Farewell to the Flesh,10824,1995-03-17,1.648246,[27]
2176,First Knight,6520,1995-07-07,1.642393,"[28, 12, 18, 10749]"
2177,Tales from the Crypt: Demon Knight,9059,1995-01-13,1.642285,"[27, 35, 53]"
2178,Congo,10329,1995-06-09,1.628955,"[28, 12, 18, 9648, 878, 53]"
2179,Sabrina,11860,1995-12-15,1.627816,"[35, 10749]"
2180,Just Cause,9061,1995-02-17,1.62648,"[28, 18, 9648, 53]"
2181,Mr E.,177283,1995-03-09,1.625536,[]
2182,Mr. Holland's Opus,2054,1995-12-29,1.614744,"[18, 10751]"
2183,Father of the Bride Part II,11862,1995-12-08,1.61146,[35]
2184,3 Ninjas Knuckle Up,40508,1995-04-07,1.60666,"[12, 28, 35, 10751]"
2185,Halloween: The Curse of Michael Myers,10987,1995-09-29,1.601092,"[27, 53]"
2186,Water Child,196920,1995-05-26,1.592739,[]
2187,French Kiss,397,1995-05-05,1.585463,"[35, 10749]"
2188,Under Siege 2: Dark Territory,3512,1995-07-13,1.579256,"[28, 53]"
2189,Nine Months,11472,1995-07-12,1.575638,[35]
2190,Losing Isaiah,28313,1995-03-17,1.569208,[18]
2191,Get Shorty,8012,1995-10-20,1.568902,"[35, 53, 80]"
2192,Rumble in the Bronx,33542,1995-01-30,1.561797,"[80, 28, 35, 53]"
2193,While You Were Sleeping,2064,1995-04-21,1.558194,"[35, 18, 10749]"
2194,Copycat,1710,1995-10-27,1.556837,"[18, 53]"
2195,The Doom Generation,13552,1995-10-27,1.53988,"[28, 35, 80, 18]"
2196,Waiting to Exhale,31357,1995-12-22,1.528805,"[35, 18, 10749]"
2197,How To Make An American Quilt,11861,1995-10-06,1.522744,"[18, 10749]"
2198,Welcome to the Dollhouse,11446,1995-05-24,1.518491,"[35, 18]"
2199,Mighty Morphin Power Rangers: The Movie,9070,1995-06-30,1.513204,"[28, 12, 878, 10751, 14]"
2200,The Shawshank Redemption,278,1994-09-23,12.150926,"[18, 80]"
2201,Forrest Gump,13,1994-07-06,9.174658,"[35, 18, 10749]"
2202,Pulp Fiction,680,1994-10-13,7.969821,"[53, 80]"
2203,The Lion King,8587,1994-06-23,5.917881,"[10751, 16, 18]"
2204,Leon: The Professional,101,1994-09-14,4.511084,"[53, 80, 18]"
2205,Dumb and Dumber,8467,1994-12-16,4.026941,[35]
2206,The Mask,854,1994-07-29,3.539639,"[10749, 35, 80, 14]"
2207,Stargate,2164,1994-10-28,3.488273,"[28, 12, 878]"
2208,True Lies,36955,1994-07-14,3.419431,"[28, 53]"
2209,The Naked Gun 33⅓: The Final Insult,36593,1994-03-18,3.224981,"[35, 28, 80]"
2210,Intersection,46717,1994-01-21,3.218326,"[18, 10749]"
2211,Interview with the Vampire,628,1994-11-11,3.141171,"[27, 10749]"
2212,The Return of Jafar,15969,1994-12-15,3.054574,"[12, 16, 10749]"
2213,Ace Ventura: Pet Detective,3049,1994-02-04,2.983958,"[35, 9648]"
2214,Speed,1637,1994-06-09,2.820916,"[28, 12, 80, 53]"
2215,Clear and Present Danger,9331,1994-08-03,2.761011,"[28, 18, 53]"
