,genre_ids,ids,popularity,release_date,title,vote_average
4678,0,407548,1.006811,2016-04-14,Oppressive Love,0.0
4679,35,394612,1.348194,2016-05-13,Oflu Hoca'nın Şifresi 2,0.0
4680,28,414064,1.036342,2016-09-03,Persona 5 the Animation: The Day Breakers,0.0
4681,0,414066,1.08552,2016-08-05,A Stone Appears,0.0
4682,10769,414072,1.013323,2016-09-04,Qu'est-ce que c'est?,0.0
4683,53,407701,1.011381,2016-07-21,Ma Folie,0.0
4684,18,407704,1.02336,2016-10-08,The Belfry,0.0
4685,99,417108,1.032766,2016-09-20,Bricks!,0.0
4686,35,417116,1.014216,2016-10-15,Blood Room,0.0
4687,18,417117,1.021652,2016-09-21,The Agony and Fury of Hermano Puli,0.0
4688,18,417125,1.02291,2016-09-30,Remember to check out,0.0
4689,0,417131,1.012801,2016-09-27,Copyrette,0.0
4690,99,403013,1.020466,2016-06-29,On An Unknown Beach,0.0
4691,0,417136,1.013174,2016-09-27,Niflheim,0.0
4692,53,407757,1.019262,2016-09-22,"Sweet, Sweet Lonely Girl",0.0
4693,18,414829,1.013621,2016-08-25,Detour,0.0
4694,28,407777,1.062583,2016-10-08,Karate Kill,0.0
4695,35,414866,1.021929,2016-08-16,Elvis Lives!,0.0
4696,16,403064,1.008895,2016-05-18,She and Her Cat: Everything Flows,0.0
4697,99,403066,1.01,2016-06-30,Fluid Boundaries,0.0
4698,35,403072,1.010635,2016-06-21,Gerald Dahan Tombe les Masques,0.0
4699,99,403078,1.012453,2016-06-15,Peter von Bagh,0.0
4700,0,405879,1.005543,2016-01-14,"Old Bars, Beauty And Gangster",0.0
4701,10749,405045,1.010229,2016-08-11,Winter in Tokyo,0.0
4702,0,405048,1.005168,2016-01-03,Autonomous,0.0
4703,53,405050,1.099743,2016-08-11,Bad Girl,0.0
4704,18,405093,1.030509,2016-07-07,Lambadina,0.0
4705,18,408106,1.023632,2016-09-15,Victor,0.0
4706,28,408112,1.302788,2016-07-11,Buffed Up,0.0
4707,80,408115,1.007903,2016-06-03,The Woman with the .45,0.0
4708,27,408140,1.012136,2016-07-25,Blood Moon,0.0
4709,0,408153,1.009645,2016-07-29,Hollywood Beauty Salon,0.0
4710,99,408163,1.007187,2016-05-07,Investigating My Father,0.0
4711,99,395212,1.007209,2016-04-24,Yehudi Menuhin: Who Was Yehudi?,0.0
4712,99,408190,1.126721,2016-08-18,"Comrade, Where Are You Today?",0.0
4713,0,395223,1.006473,2016-04-03,winter beyond winter,0.0
4714,99,395269,1.006373,2016-03-02,The Worlds of Philip K. Dick,0.0
4715,18,407331,1.039103,2016-12-12,Atti,0.0
4716,0,400525,1.146925,2016-05-29,Run to Me,0.0
4717,18,400534,1.011016,2016-04-28,Menandros & Thaïs,0.0
4718,0,400539,1.009201,2016-06-29,She Sang of Destruction,0.0
4719,18,406458,1.01523,2016-07-01,Lost and Found Part Two: The Cross,0.0
4720,99,383287,1.007453,2016-02-16,Rudolf Thome - Überall Blumen,0.0
4721,18,396127,1.009824,2016-06-16,Where Have All the Good Men Gone,0.0
4722,0,396161,1.00816,2016-01-29,Los Barcos,0.0
4723,99,396178,1.007724,2016-04-27,à propos: philosophie,0.0
4724,99,396194,1.019399,2016-10-02,The Glance of Music,0.0
4725,18,388592,1.017231,2016-08-02,Goran,0.0
4726,0,383821,1.030731,2016-04-01,Say Hello,0.0
4727,0,389107,1.006573,2016-02-11,Deadweight,0.0
4728,18,389113,1.017042,2016-10-06,The Bacchus Lady,0.0
4729,99,389114,1.087973,2016-12-22,Weekends,0.0
4730,0,389115,1.006636,2016-02-17,6A,0.0
4731,0,389116,1.006577,2016-02-13,Rauf,0.0
4732,0,383885,1.008549,2016-02-20,Beatles chronology 2 (1962-1970),0.0
4733,53,393829,1.008532,2016-02-02,Donors,0.0
4734,99,397346,1.008472,2016-05-13,Cervantes. La búsqueda,0.0
4735,10749,397360,1.048528,2016-05-06,Mignon Mossie van Wyk,0.0
4736,28,397366,1.162504,2016-05-21,Mobile Suit Gundam: The Origin III - Dawn of Rebellion,0.0
4737,18,397367,1.016232,2016-05-06,Dear Dad,0.0
4738,28,393849,1.007674,2016-04-22,Expressway,0.0
4739,9648,397373,1.028427,2016-09-01,Comic Sans,0.0
4740,0,404242,1.0123,2016-06-13,Once Upon 3 Times,0.0
4741,18,408976,1.011234,2016-05-11,Australia,0.0
4742,18,408978,1.006231,2016-03-04,Number Eighty,0.0
4743,35,408983,1.009986,2016-08-03,The Passion of Jeronimo,0.0
4744,0,408989,1.020284,2016-08-04,Rosario,0.0
4745,0,404267,1.006147,2016-03-13,Reserve 107,0.0
4746,0,417502,1.01349,2016-10-06,Deixa Na Régua,0.0
4747,0,415813,1.175492,2016-09-11,Back and Forth,0.0
4748,0,417505,1.033759,2016-08-18,Dolores,0.0
4749,0,415851,1.00515,2016-01-01,Food First,0.0
4750,18,417530,1.033992,2016-09-26,Norma: Live from the Royal Opera House,0.0
4751,18,404294,1.010656,2016-06-23,Drifters,0.0
4752,0,404296,1.005144,2016-01-01,Ukraine - The Masks of the Revolution,0.0
4753,0,417549,1.01349,2016-10-06,Ilha das Crianças,0.0
4754,0,415858,1.005144,2016-01-01,Doris,0.0
4755,0,415859,1.005144,2016-01-01,Las Cenizas,0.0
4756,99,417552,1.012347,2016-09-21,Ultras unter Druck,0.0
4757,0,417554,1.018796,2016-10-06,Interfaces II – As viagens da alma,0.0
4758,0,417555,1.019752,2016-10-06,Intolerância.doc,0.0
4759,0,417557,1.013508,2016-10-06,Janaina Overdrive,0.0
4760,0,415866,1.005144,2016-01-01,The Best and Worst Days of George Morales' Unnaturally Long Life,0.0
4761,0,417559,1.029537,2016-10-06,Lápis Cor de Pele,0.0
4762,0,417564,1.012944,2016-09-23,O Ex-Mágico,0.0
4763,0,417566,1.018789,2016-09-23,O Homem da Raia do Canto,0.0
4764,0,415887,1.011203,2016-09-01,Underdog,0.0
4765,0,417569,1.012944,2016-09-23,Olympic Favela,0.0
4766,0,417572,1.01249,2016-09-23,Oxum,0.0
4767,99,417574,1.019853,2016-09-23,Pitanga,0.0
4768,0,417575,1.01249,2016-09-23,Postponed,0.0
4769,35,418904,1.006811,2016-04-14,Made in Spain,0.0
4770,878,418905,1.015825,2016-11-02,Sommer Dreams,0.0
4771,18,418921,1.013242,2016-09-24,Memory Box,0.0
4772,35,409528,1.010534,2016-08-03,Treffen sich zwei,0.0
4773,0,409532,1.013062,2016-09-10,"Good Luck, Orlo!",0.0
4774,27,418947,1.011262,2016-08-31,The Big F,0.0
4775,18,409547,1.128786,2016-10-15,Somebody,0.0
4776,35,418985,1.148903,2016-10-29,Pete Davidson: SMD,0.0
4777,0,409579,1.025916,2016-08-07,De Vijf en de Verborgen Piramide,0.0
4778,0,419303,1.023057,2016-07-05,Joseph and Mary,0.0
4779,0,419314,1.097598,2016-10-01,7 giorni,0.0
4780,18,388293,1.008848,2016-03-16,Ned’s Project,0.0
4781,99,390747,1.016448,2016-04-17,Obit,0.0
4782,0,390750,1.00972,2016-03-31,Dallas,0.0
4783,0,390868,1.007548,2016-03-30,Afloat,0.0
4784,35,382004,1.006701,2016-02-10,Girlfriend for Hire,0.0
4785,18,382009,1.010814,2016-02-02,Silent Cry Aloud,0.0
4786,35,391881,1.007059,2016-04-29,El futuro ya no es lo que era,0.0
4787,0,390887,1.024869,2016-04-08,The Seeker,0.0
4788,0,387912,1.024764,2016-12-11,No Dress Code Required,0.0
4789,53,392901,1.070656,2016-04-01,Ein gefährliches Angebot,0.0
4790,99,387950,1.007517,2016-03-15,Golden Dawn: A Personal Affair,0.0
4791,9648,392955,1.103697,2016-04-07,God Knows Where I Am,0.0
4792,0,395504,1.007052,2016-04-30,Margo,0.0
4793,0,395572,1.015492,2016-09-22,A Break Alone,0.0
4794,35,395584,1.00712,2016-04-14,Jak básníci čekají na zázrak,0.0
4795,35,392003,1.006715,2016-04-11,"Look at Us Now, Mother!",0.0
4796,35,392012,1.032313,2016-04-08,The Adult Swim Golf Classic,0.0
4797,0,392034,1.011868,2016-04-05,Cold Lairs,0.0
4798,0,393012,1.006861,2016-04-20,The Journey To Your Happy Place,0.0
4799,99,383216,1.009368,2016-02-19,Carole King: Natural Woman,0.0
4800,0,419584,1.013982,2016-10-05,Custodian,0.0
4801,18,419590,1.936094,2016-01-11,The Love Machine,0.0
4802,18,410200,1.017026,2016-09-10,Hello Destroyer,0.0
4803,18,405404,1.006922,2016-04-10,Broken,0.0
4804,0,405405,1.008118,2016-06-10,The Man Who Caught a Mermaid,0.0
4805,99,405442,1.008871,2016-01-07,A Train Arrives at the Station,0.0
4806,0,405467,1.014262,2016-06-14,Baxter and Me,0.0
4807,18,405470,1.008729,2016-05-11,Deshoja,0.0
4808,99,417244,1.019651,2016-09-21,In Conversation With Jeremy Corbyn,0.0
4809,0,417018,1.014202,2016-09-18,It All Goes Away,0.0
4810,35,417022,1.005286,2016-01-08,Cassanova Was a Woman,0.0
4811,0,417279,1.017021,2016-09-02,You never had it - An evening with Bukowski,0.0
4812,18,417038,1.017645,2016-09-08,They Say Tomatoes Love Rock Music,0.0
4813,0,417039,1.012852,2016-06-22,Un rêve solaire,0.0
4814,28,419918,1.030032,2016-09-30,Eve,0.0
4815,878,417063,1.008875,2016-07-06,Les Spectateurs,0.0
4816,0,417069,1.012347,2016-09-20,Improvável Encontro,0.0
4817,18,417073,1.027733,2016-09-20,Alma de Sant Pere,0.0
4818,0,422431,1.021225,2016-07-17,Sol negro,0.0
4819,0,412644,1.010175,2016-08-02,Scrumped,0.0
4820,0,423261,1.024498,2016-11-04,Eintlik nogal baie,0.0
4821,27,423269,1.023316,2016-10-28,Halloween Spookies,0.0
4822,0,423270,1.022539,2016-10-20,El albergue,0.0
4823,35,423273,1.018525,2016-09-18,This is the Beginning.,0.0
4824,16,426741,1.011577,2016-05-25,Mr. Night has a Day Off,0.0
4825,0,412675,1.014287,2016-09-20,Singing to Myself,0.0
4826,0,423698,1.02097,2016-03-07,Roxette Diaries,0.0
4827,0,428311,1.038249,2016-11-29,Dominic et Martin : Fou,0.0
4828,99,413826,1.011804,2016-09-09,Retorno,0.0
4829,10751,428330,1.0657,2016-12-01,Anděl Páně 2,0.0
4830,0,413845,1.0122,2016-09-09,Blessed Benefit,0.0
4831,35,428355,1.063215,2016-12-22,Nick Thune: Good Guy,0.0
4832,28,428359,1.06228,2016-11-30,Enteng Kabisote 10 and the Abangers,0.0
4833,35,424475,1.023387,2016-10-28,S.W.A.G. - Episode 2.5: The Baby Eater,0.0
4834,0,413870,1.012823,2016-09-24,A Repartição do Tempo,0.0
4835,0,428369,1.035414,2016-11-30,Ångest I En Handfull Stoft,0.0
4836,0,428374,1.029638,2016-11-30,Leonardo & Eduardo Costa - Cabaré 2 - Night Club,0.0
4837,0,413875,1.02882,2016-09-25,A Festa dos Encantados,0.0
4838,18,427997,1.136122,2016-11-25,El Inca,0.0
4839,99,428962,1.02589,2016-11-12,Wir sind Juden aus Breslau,0.0
4840,0,428966,1.03042,2016-12-03,The Regret,0.0
4841,53,414411,1.009161,2016-07-15,The Devil School Beauty,0.0
4842,0,428975,1.033134,2016-12-05,I cormorani,0.0
4843,0,414420,1.010191,2016-08-11,My Student's Mom,0.0
4844,80,415007,1.079628,2016-09-08,Oozham,0.0
4845,0,415028,1.011637,2016-09-09,The Ways,0.0
4846,10751,415031,1.024698,2016-10-20,Lichožrouti,0.0
4847,18,415038,1.022361,2016-09-22,Deckname Holec,0.0
4848,0,419728,1.011203,2016-09-01,Boycott Band: The Return of One More Wish,0.0
4849,0,419730,1.020548,2016-10-06,Twixt Cup and Lip,0.0
4850,99,415062,1.013481,2016-09-07,Long Term Parking,0.0
4851,0,419773,1.014637,2016-10-06,Heiraten ist nichts für Feiglinge,0.0
4852,0,415094,1.011633,2016-09-09,Ocean Hill,0.0
4853,0,415096,1.015455,2016-08-09,2016 NBA Champions: Cleveland Cavaliers,0.0
4854,18,415099,1.302016,2016-05-04,Fang in the Water,0.0
4855,0,415100,1.010923,2016-08-26,Chocobar,0.0
4856,16,425408,1.028703,2016-11-26,Pussy,0.0
4857,27,430122,1.129737,2016-10-24,The Kingdom Of Shadows,0.0
4858,0,420311,1.013664,2016-10-09,O Silêncio da Noite é Que Tem Sido Testemunha das Minhas Amarguras,0.0
4859,0,420316,1.015291,2016-10-09,Sonar,0.0
4860,99,390438,1.006442,2016-03-31,Teatro Alla Scala: The Temple Of Wonders,0.0
4861,53,390439,1.006531,2016-03-31,Маршрут построен,0.0
4862,18,400246,1.019398,2016-01-09,A Living Promise,0.0
4863,16,400260,1.007156,2016-05-05,what a mess!! (really fast!!),0.0
4864,0,400262,1.007837,2016-04-18,When You Awake,0.0
4865,35,400403,1.02252,2016-12-08,Mother Knows Best,0.0
4866,878,395748,1.017474,2016-01-28,Hotaru,0.0
4867,99,400828,1.010602,2016-04-15,Attention!,0.0
4868,0,400840,1.116325,2016-04-14,GOOD TAKE!,0.0
4869,99,395789,1.007144,2016-05-02,Der Panama Skandal,0.0
4870,18,400877,1.039522,2016-08-18,Viewfinder,0.0
4871,18,400884,1.017264,2016-09-03,Emi-Abi,0.0
4872,35,400885,1.082617,2016-06-25,Kako: My Sullen Past,0.0
4873,0,400886,1.009671,2016-06-04,The Projects,0.0
4874,16,400893,1.005144,2016-01-01,"Ouch, Chou Chou",0.0
4875,0,403383,1.035213,2016-07-03,Cats Don't Come When You Call,0.0
4876,0,391021,1.005572,2016-01-30,The Mess,0.0
4877,0,391046,1.009753,2016-03-30,National Theatre Live: As You Like It,0.0
4878,0,391054,1.005573,2016-02-01,Homens da Pátria,0.0
4879,99,401911,1.008304,2016-06-18,Black Man White Skin,0.0
4880,0,401913,1.008207,2016-06-12,La soledad de las imágenes,0.0
4881,0,401915,1.018516,2016-06-12,The Grey House and the Green Mountains,0.0
4882,35,391063,1.007492,2016-03-25,Mobile Étoile,0.0
4883,99,401949,1.00959,2016-05-01,Toil And Trouble: Making Macbeth,0.0
4884,99,391086,1.006144,2016-03-10,Voices of Violence,0.0
4885,0,391096,1.006287,2016-03-19,Kafka's Little Fable,0.0
4886,99,396301,1.007051,2016-05-01,Cheer Up,0.0
4887,0,396303,1.005722,2016-02-11,번개맨,0.0
4888,35,401613,1.031115,2016-03-03,Sin muchas palabras,0.0
4889,99,401617,1.008119,2016-06-07,"Nairo Quintana - ""Little Big Man""",0.0
4890,0,401998,1.00729,2016-05-10,Hunting of the Fallen,0.0
4891,99,401627,1.081356,2016-06-11,Machine of Human Dreams,0.0
4892,0,401628,1.141447,2016-06-09,Mayangaathey,0.0
4893,9648,401629,1.264598,2016-09-09,Cul-de-Sac,0.0
4894,0,401662,1.006854,2016-02-03,Bigger Than The Shining,0.0
4895,18,401406,1.012636,2016-06-16,"I Can Dream, Can't I?",0.0
4896,0,401445,1.009188,2016-06-09,Moria,0.0
4897,0,401475,1.00763,2016-01-29,Pachakallam,0.0
4898,0,401477,1.009823,2016-06-15,Alvin Alvarez Presents: Overcoming Lottery Addiction and Manifesting Your Destiny,0.0
4899,28,401480,1.006291,2016-01-01,Gun Self-Defense for Women,0.0
4900,0,401482,1.008017,2016-06-09,Tony,0.0
4901,10749,401484,1.057371,2016-06-07,The Sweet Life,0.0
4902,18,403930,1.008778,2016-06-26,Emma,0.0
4903,18,403935,1.007523,2016-05-10,Blackbird,0.0
4904,35,403948,1.009189,2016-06-27,Eli,0.0
4905,0,403953,1.008336,2016-06-21,Joni Sok Jagoan,0.0
4906,18,403954,1.008336,2016-06-21,Kesusu,0.0
4907,18,403955,1.009613,2016-06-21,Mirip Ayah,0.0
4908,18,403956,1.008333,2016-06-21,Ikhlas,0.0
4909,0,403957,1.008555,2016-06-13,Beer,0.0
4910,18,403958,1.008368,2016-06-21,Janji Sahabat,0.0
4911,16,403959,1.00865,2016-06-13,Bird Flu,0.0
4912,99,403963,1.008485,2016-06-26,The Goddam Election! with John Safran,0.0
4913,0,403965,1.008159,2016-06-13,Dota,0.0
4914,10402,403969,1.012174,2016-04-27,Rodrigo Leal - Ao Vivo em Macaíba,0.0
4915,10402,403971,1.007348,2016-04-27,Villa Mix Festival - 2016,0.0
4916,10749,403972,1.021341,2016-07-22,Ishq Click,0.0
4917,35,403978,1.006329,2016-03-25,Leblebi Tozu,0.0
4918,0,403983,1.008047,2016-06-10,Touch,0.0
4919,0,403988,1.00876,2016-06-27,Bonde do Forró - 3x1,0.0
4920,27,278188,1.008035,2016-04-03,Avanthipuram,0.0
4921,10749,278390,1.065313,2016-07-02,Keeravani,0.0
4922,27,290079,1.159164,2016-02-13,Paranormal Activity Security Squad,0.0
4923,0,280880,1.042553,2016-12-31,Ethiri En 3,0.0
4924,99,280936,1.01128,2016-05-12,notes to eternity,0.0
4925,0,280946,1.029407,2016-12-31,Mappilai Vinayagar,0.0
4926,28,280951,1.029996,2016-07-22,Madha Gaja Raja,0.0
4927,0,280953,1.031071,2016-12-31,Konjam Koffee Konjam Kaadhal,0.0
4928,10751,280958,1.050103,2016-12-31,Kalavaadiya Pozhuthugal,0.0
4929,99,262164,1.104082,2016-09-23,Limo Ride,0.0
4930,18,262965,1.071998,2016-08-19,Rendavathu Padam,0.0
4931,53,263981,1.070541,2016-02-25,Justice in a Smoking Gun,0.0
4932,0,269573,1.009313,2016-07-01,Land of Nod,0.0
4933,10749,269579,1.034122,2016-01-01,A circus tale & a love song,0.0
4934,10749,263508,1.044976,2016-12-31,Saaindhaadu Saaindhaadu,0.0
4935,99,321066,1.049789,2016-09-02,"Scream, Queen! My Nightmare on Elm Street",0.0
4936,35,321558,1.115618,2016-12-01,The Truth About Lies,0.0
4937,0,322188,1.014282,2016-10-15,Love Faces,0.0
4938,0,325907,1.012531,2016-06-01,Docent,0.0
4939,0,312476,1.037606,2016-12-01,The Rangers,0.0
4940,18,400735,1.007576,2016-05-22,Unfocused,0.0
4941,0,402705,1.00687,2016-04-23,Golden,0.0
4942,35,400449,1.00529,2016-01-14,Dusty,0.0
4943,12,402712,1.141302,2016-07-13,Manifest Destiny: The Lewis & Clark Musical Adventure,0.0
4944,0,402737,1.007483,2016-05-20,Texas Heart,0.0
4945,0,400483,1.010313,2016-04-01,Who Sleeps With My Bro,0.0
4946,0,400771,1.02679,2016-10-30,Chikkiku Chikkikichu,0.0
4947,99,402769,1.007156,2016-05-05,Night Parrot Stories,0.0
4948,99,400790,1.01238,2016-05-22,Last Men Standing,0.0
4949,0,390428,1.006939,2016-03-29,A Blank & Miserly Emission,0.0
4950,99,402800,1.017429,2016-06-13,Thirty Million,0.0
4951,99,390438,1.006442,2016-03-31,Teatro Alla Scala: The Temple Of Wonders,0.0
4952,53,390439,1.006531,2016-03-31,Маршрут построен,0.0
4953,18,390444,1.014219,2016-10-16,Tree Hugger,0.0
4954,0,390451,1.005576,2016-02-05,Isabella Morra,0.0
4955,18,390460,1.00756,2016-03-15,Bread Crumbs,0.0
4956,99,390480,1.077931,2016-11-06,The Mad World of Donald Trump,0.0
4957,35,390485,1.009804,2016-03-30,The Snarling,0.0
4958,27,390493,1.007177,2016-05-04,Mind of Iron,0.0
4959,27,401320,1.005883,2016-02-20,The Devil's Lettuce,0.0
4960,99,401339,1.00815,2016-06-12,Lobanovskiy Forever,0.0
4961,0,401349,1.007821,2016-04-27,Count,0.0
4962,99,401357,1.014271,2016-06-10,Germans & Jews,0.0
4963,0,401360,1.011417,2016-06-12,RPW: Angle vs. Sabre Jr.,0.0
4964,0,401363,1.007698,2016-05-26,Os Outros,0.0
4965,0,401364,1.007861,2016-06-02,Brasil DNA Africa,0.0
4966,0,401367,1.008103,2016-06-09,PROGRESS Chapter 30: Super Strong Style Sixteen (Day 1),0.0
4967,0,401369,1.028031,2016-06-09,AAA: Lucha Libre World Cup 2016 (Day One),0.0
4968,0,401370,1.008187,2016-06-09,AAA: Lucha Libre World Cup 2016 (Day Two),0.0
4969,0,395701,1.007004,2016-04-27,Kauflanders,0.0
4970,18,395717,1.006,2016-03-01,Hakodate Coffee,0.0
4971,0,395725,1.00738,2016-04-30,Spaceship Earth,0.0
4972,0,401012,1.007971,2016-06-02,Uma Bela Canção Para o Fim do Expediente,0.0
4973,18,401016,1.015056,2016-06-17,PARADISE IN HEART - LAC GIOI,0.0
4974,53,395740,1.010521,2016-04-26,R.E.M.,0.0
4975,0,401032,1.013733,2016-10-07,Voiceless,0.0
4976,99,395789,1.007144,2016-05-02,Der Panama Skandal,0.0
4977,35,404538,1.007101,2016-01-01,The Prime Location,0.0
4978,0,402025,1.092946,2016-09-24,Heartland,0.0
4979,99,392220,1.055375,2016-01-29,Fragility,0.0
4980,99,404008,1.00643,2016-03-27,The Business of Recovery,0.0
4981,53,404035,1.076881,2016-06-24,Jet Trash,0.0
4982,0,404046,1.008159,2016-06-13,Planemo,0.0
4983,99,404048,1.009007,2016-06-01,The Marijuana Revolution,0.0
4984,0,404059,1.01913,2016-06-17,Harry G - Leben mit dem Isarpreiß,0.0
4985,16,404066,1.005186,2016-01-06,La bite,0.0
4986,18,404069,1.029669,2016-06-28,Giselle,0.0
4987,16,404074,1.008665,2016-06-28,Curses,0.0
4988,0,404087,1.009987,2016-06-28,Rodrigo Leal - 3x1,0.0
4989,99,403221,1.032826,2016-03-05,The Comedy Club,0.0
4990,10749,403235,1.026416,2016-03-05,Comfort,0.0
4991,18,403237,1.010839,2016-03-11,Life on Mars,0.0
4992,35,403261,1.061173,2016-06-24,Look Again,0.0
4993,0,403268,1.008004,2016-06-07,"Plus vite, plus haut, plus dopés",0.0
4994,18,404927,1.008775,2016-07-01,Dalisay,0.0
4995,18,404934,1.008765,2016-07-05,Dogme 16,0.0
4996,18,393446,1.005579,2016-01-30,Play Time,0.0
4997,0,406383,1.00816,2016-06-14,Motorkite Dreaming,0.0
4998,0,393476,1.008306,2016-04-18,Artifice,0.0
4999,0,406400,1.008715,2016-06-21,The Belief,0.0
5000,16,402982,1.026936,2016-11-17,Rain or Shine,0.0
5001,35,402989,1.010569,2016-06-18,She's Allergic to Cats,0.0
5002,0,411125,1.010083,2016-07-25,Surrender,0.0
5003,0,408624,1.025998,2016-09-10,A Death in the Gunj,0.0
5004,99,408629,1.01048,2016-07-29,Branching Paths,0.0
5005,35,408634,1.048559,2016-12-30,Mannar Vagera,0.0
5006,0,397647,1.007299,2016-05-12,Daddy's Girl,0.0
5007,35,411177,1.031118,2016-11-29,François Morency: Furieusement Calme,0.0
5008,18,410367,1.01236,2016-09-15,Iqaluit,0.0
5009,99,411188,1.011795,2016-08-05,L'amatore,0.0
5010,0,408692,1.008293,2016-06-17,Soilwork: [2016] Graspop Metal Meeting,0.0
5011,36,410972,1.027903,2016-08-28,America's National Parks at 100,0.0
5012,10751,410974,1.057254,2016-08-24,Jesús,0.0
5013,0,398235,1.007608,2016-05-21,Après Suzanne,0.0
5014,0,412702,1.033551,2016-07-14,Sarah Winchester,0.0
5015,12,404748,1.030419,2016-09-16,Rolli and the Secret Route,0.0
5016,99,411807,1.010885,2016-08-19,In Pursuit of Peace,0.0
5017,0,412731,1.012358,2016-09-19,100 Short Stories,0.0
5018,99,419509,1.008193,2016-06-16,Constance on the Edge,0.0
5019,99,419389,1.018206,2016-09-30,"After Spring, the Tamaki Family...",0.0
5020,35,399944,1.007576,2016-05-22,Wes Barker: Full Frontal Magic,0.0
5021,0,399969,1.011364,2016-05-20,Voltige,0.0
5022,10770,399972,1.030163,2016-05-24,La Face,0.0
5023,0,405021,1.010474,2016-07-08,Musafir,0.0
5024,10749,405851,1.012021,2016-06-07,Ladies Book Club,0.0
5025,35,399980,1.010646,2016-03-16,Arkippiana,0.0
5026,0,406784,1.009239,2016-04-01,Savitri,0.0
5027,18,399997,1.007583,2016-05-22,Kate & Lily,0.0
5028,99,406794,1.020156,2016-06-28,New Girls in Town: A Resurgence of Women's Wrestling,0.0
5029,53,405615,1.008134,2016-05-01,The Museum Project,0.0
5030,99,395284,1.00957,2016-04-29,Concepts of Desire,0.0
5031,0,405632,1.0257,2016-07-03,Bad Dad Rehab,0.0
5032,0,405653,1.010435,2016-07-28,The Death and Life of Otto Bloom,0.0
5033,18,406426,1.010343,2016-04-15,Girl on the Escalator,0.0
5034,18,405656,1.03515,2016-07-30,Joe Cinque's Consolation,0.0
5035,99,391301,1.01367,2016-10-04,Phi Slama Jama,0.0
5036,80,391310,1.008526,2016-04-28,Susie Q,0.0
5037,99,388706,1.005953,2016-01-01,Teta Veleta,0.0
5038,10769,388763,1.010969,2016-03-18,Xavier,0.0
5039,35,388791,1.106131,2016-03-31,SelfieParty,0.0
5040,99,409340,1.018126,2016-07-31,Pauline Hanson: Please Explain!,0.0
5041,10402,409341,1.008589,2016-06-28,Miles To Go Before I Sleep,0.0
5042,0,409371,1.013942,2016-08-01,Home,0.0
5043,10749,409387,1.012543,2016-04-19,Sex A Relationship And Not Marriage,0.0
5044,35,409390,1.010814,2016-08-02,Dealing with Dana,0.0
5045,53,409393,1.00992,2016-04-01,The Assistant,0.0
5046,10751,409395,1.016396,2016-08-01,Odd Squad: The Movie,0.0
5047,0,406804,1.006149,2016-03-13,Reencuentro,0.0
5048,18,406859,1.028661,2016-10-07,This Time Tomorrow,0.0
5049,35,408519,1.012251,2016-07-25,Lord Jones is Dead,0.0
5050,0,406882,1.023325,2016-11-16,Still Life,0.0
5051,0,408530,1.00829,2016-06-17,Fleshgod Apocalypse: [2016] Graspop Metal Meeting,0.0
5052,0,408535,1.008302,2016-06-17,Moonspell: [2016] Graspop Metal Meeting,0.0
5053,99,408558,1.014432,2016-07-25,Ocean Falls,0.0
5054,0,408560,1.010952,2016-07-25,Goodbye Philippines,0.0
5055,99,408563,1.008049,2016-06-10,Saved for a Reason,0.0
5056,18,408566,1.007588,2016-05-23,Shadow Boxing,0.0
5057,14,408579,1.017115,2016-03-12,Ultraman X the Movie: Here Comes! Our Ultraman,0.0
5058,35,408582,1.041471,2016-08-28,Egomaniac,0.0
5059,0,407603,1.007277,2016-04-25,Are You With Me?,0.0
5060,18,387834,1.009222,2016-03-15,Married Women,0.0
5061,0,387835,1.006966,2016-03-08,Trace,0.0
5062,35,387846,1.023695,2016-03-03,청춘학당 2: 기생난입야사,0.0
5063,10749,387847,1.007678,2016-03-10,친구 누나,0.0
5064,27,387854,1.021307,2016-02-04,Pelepas Saka,0.0
5065,35,384952,1.006245,2016-01-20,Ocean 14,0.0
5066,0,387891,1.01578,2016-03-15,WRECK CITY: AN EPILOGUE FOR 809,0.0
5067,99,384989,1.006807,2016-02-28,Wissen Aktuell - Wunderwerk Sprache,0.0
5068,80,392532,1.061024,2016-04-12,Flat 211,0.0
5069,18,392546,1.005734,2016-02-16,Blue Bicycle,0.0
5070,80,392567,1.007212,2016-01-01,Killing Veerappan,0.0
5071,0,392574,1.006615,2016-04-09,Ronaldo & Julia oder Schalke liebt Dortmund,0.0
5072,99,392587,1.007997,2016-06-04,La Sociologue et l'Ourson,0.0
5073,18,380249,1.006086,2016-01-11,Dog's Life,0.0
5074,0,380258,1.018911,2016-01-30,Simulacrum Tremendum,0.0
5075,99,380267,1.006143,2016-01-18,The Mysteries of Paris: Jacques Rivette's Out 1 Revisited,0.0
5076,18,380273,1.011212,2016-03-20,The Conversations,0.0
5077,99,390507,1.007545,2016-04-17,Midsummer in Newtown,0.0
5078,99,390521,1.017627,2016-04-14,Win!,0.0
5079,14,390541,1.006,2016-03-01,The Brym,0.0
5080,18,402932,1.0147,2016-02-04,7 Kinds Οf Wrath,0.0
5081,10749,410323,1.078264,2016-12-31,Neruppu Da,0.0
5082,27,402952,1.006615,2016-04-10,Las muñecas,0.0
5083,35,402964,1.021704,2016-06-24,El Chiguito,0.0
5084,53,397680,1.016709,2016-05-01,Pretty Little Addict,0.0
5085,18,397682,1.035091,2016-04-16,Amnesia forzada,0.0
