,genre_ids,ids,popularity,release_date,title,vote_average
1263,0,381789,1.02978,2016-02-02,Snowbird,7.0
1264,35,393380,1.00818,2016-03-30,The Great Actor,7.0
1265,12,389201,1.254136,2016-07-07,A Chinese Odyssey: Part Three,7.0
1266,28,391036,1.011764,2016-03-26,Kali,7.0
1267,18,404535,1.01712,2016-07-01,Pistenzauber,7.0
1268,0,403173,1.009245,2016-07-15,Pete Johansson: You Might Also Enjoy Pete Johansson,7.0
1269,18,392812,1.141138,2016-09-28,Dogs,7.0
1270,0,405164,1.010403,2016-07-06,The Red Hot Interview,7.0
1271,10402,405787,1.028781,2016-07-29,Steve Hackett: The Total Experience Live in Liverpool,7.0
1272,99,404049,1.008864,2016-06-01,Facebookistan. A Modern Autocrazy,7.0
1273,16,404966,1.00816,2016-06-14,Shell,7.0
1274,28,393475,1.077758,2016-04-07,Southsea Shootout,7.0
1275,53,406994,1.030171,2016-09-29,Safe Neighborhood,7.0
1276,99,394061,1.016002,2016-04-29,"The Drew: No Excuse, Just Produce",7.0
1277,35,394062,1.012257,2016-04-29,W. Kamau Bell: Semi-Prominent Negro,7.0
1278,35,387842,1.026713,2016-03-04,Kalyana Vaibhogame,7.0
1279,35,392554,1.042152,2016-04-08,The Days That Confused,7.0
1280,878,425192,1.053901,2016-11-09,Legendy Polskie: Operacja Bazyliszek,7.0
1281,10752,426334,1.018594,2016-05-29,Battle of Jutland: The Navy's Bloodiest Day,7.0
1282,0,431095,1.058425,2016-12-18,Chico Science - Um Caranguejo Elétrico,7.0
1283,878,422271,1.013548,2016-07-05,Jack,7.0
1284,35,428143,1.043308,2016-11-23,Wexford Plaza,7.0
1285,18,438524,1.02463,2016-08-20,Yell for the Blue Sky,7.0
1286,18,433863,1.009144,2016-03-05,Rumble,7.0
1287,35,409041,1.022583,2016-10-27,Hartenstrijd,7.0
1288,99,409087,1.012531,2016-06-17,Böhse Onkelz - Böhse für's Leben - Die Dokumentation,7.0
1289,18,424803,1.029093,2016-10-15,Salawaku,7.0
1290,10749,415613,1.006078,2016-03-03,O Perfume da Memória,7.0
1291,35,429792,1.031736,2016-12-02,Tony Roberts: Motorcity Motormouth,7.0
1292,18,425654,1.027771,2016-11-14,NW,7.0
1293,18,427413,1.036629,2016-02-21,Enemies Within,7.0
1294,10402,430600,1.084342,2016-12-15,iHeartRadio Jingle Ball 2016,7.0
1295,10749,445179,1.125136,2016-12-20,Watashi ni Unmei no Koi Nante Arienaitte Omotteta,7.0
1296,10749,431251,1.108137,2016-12-14,Life Risking Romance,7.0
1297,18,436552,1.02982,2016-10-07,Dominion,7.0
1298,27,431889,1.010299,2016-04-13,Take Me Home,7.0
1299,16,434871,1.00843,2016-02-06,Jukai,7.0
1300,18,449984,1.048959,2016-05-06,J'ai tout donné au soleil sauf mon ombre,7.0
1301,18,438283,1.012276,2016-06-12,Chapter & Verse,7.0
1302,18,442373,1.027669,2016-01-15,Might,7.0
1303,878,430652,1.032253,2016-12-09,Legendy Polskie: Jaga,7.0
1304,35,447534,1.012549,2016-06-16,The Kinsey Sicks: Electile Dysfunction,7.0
1305,18,448112,1.03996,2016-06-10,Ve Panayır Köyden Gider,7.0
1306,27,443352,1.007721,2016-01-01,O.V.N.I.,7.0
1307,35,429405,1.051744,2016-12-29,Onze jongens,7.0
1308,10749,430026,1.050173,2016-12-11,Season's Greetings,7.0
1309,99,430100,1.092312,2016-12-13,Get Better: A Film About Frank Turner,7.0
1310,27,445306,1.023307,2016-10-28,Monsters Anonymous,7.0
1311,18,449946,1.046417,2016-12-03,White Lily,7.0
1312,0,405325,1.008722,2016-07-01,Dwayne Perkins: Take Note,7.0
1313,28,414201,1.017448,2016-09-07,Freeman,7.0
1314,16,416364,1.017604,2016-11-10,Get Santa,7.0
1315,18,419348,1.014173,2016-09-30,Століття Якова,7.0
1316,35,406099,1.088647,2016-07-15,For a Few Bullets,7.0
1317,53,420796,1.00709,2016-04-21,REBU,7.0
1318,99,407296,1.08052,2016-07-27,The Killing$ of Tony Blair,7.0
1319,10751,414925,1.014416,2016-10-12,De Club van Sinterklaas & Geblaf op de Pakjesboot,7.0
1320,35,425380,1.172209,2016-11-04,Swarna Kaduva,7.0
1321,18,425555,1.027926,2016-09-01,1st Strike,7.0
1322,99,416148,1.923798,2016-11-30,Rocco,7.0
1323,99,422607,1.034667,2016-10-20,"Santana IV: Live at The House of Blues, Las Vegas",7.0
1324,12,426156,1.146117,2016-11-02,Infinity Train,7.0
1325,99,423224,1.036966,2016-10-28,You've Been Trumped Too,7.0
1326,99,422469,1.480024,2016-11-28,I Am Bolt,7.0
1327,10749,423893,1.08332,2016-12-18,A Christmas to Remember,7.0
1328,18,427393,1.09312,2016-11-25,Mum's List,7.0
1329,35,413828,1.026966,2016-09-16,Gilberts revenge,7.0
1330,80,388131,1.087456,2016-06-16,Wolf Creek,7.0
1331,18,380812,1.014777,2016-03-17,An Outpost of Progress,7.0
1332,12,343789,1.00856,2016-04-09,Corners,7.0
1333,0,396528,1.025505,2016-04-20,NFG the Movie,7.0
1334,18,396588,1.06897,2016-06-02,As If I'm Crazy,7.0
1335,878,393939,1.017566,2016-09-15,Set the Thames on Fire,7.0
1336,0,402112,1.013341,2016-06-10,Jaggu Dada,7.0
1337,10749,400276,1.086381,2016-08-04,Permitidos,7.0
1338,99,404762,1.016415,2016-06-22,Serena,7.0
1339,0,416390,1.003113,2016-01-01,Dugma: The Button,7.0
1340,99,381347,1.020822,2016-02-14,Decadence and Downfall: The Shah of Iran's Ultimate Party,7.0
1341,10751,385722,1.528009,2016-11-24,Bling,7.0
1342,0,377662,1.14617,2016-02-13,Litchi Hikari Club,7.0
1343,878,378602,1.006108,2016-01-14,Kara,7.0
1344,18,378696,1.019233,2016-02-15,Crosscurrent,7.0
1345,99,376528,1.072013,2016-08-05,Richard Linklater: Dream Is Destiny,7.0
1346,18,384160,1.012893,2016-01-16,How to Lose Weight in 4 Easy Steps!,7.0
1347,99,356332,1.132776,2016-06-03,The Witness,7.0
1348,0,415814,1.012877,2016-09-13,Where is Robert Fisher?,7.0
1349,18,418720,1.0188,2016-09-28,Periphery,7.0
1350,35,418745,1.019029,2016-05-06,Re-emigrantes,7.0
1351,18,418770,1.022736,2016-07-22,Pa.Va,7.0
1352,35,409538,1.006678,2016-02-25,Dos policías en apuros,7.0
1353,35,409041,1.022583,2016-10-27,Hartenstrijd,7.0
1354,99,409087,1.012531,2016-06-17,Böhse Onkelz - Böhse für's Leben - Die Dokumentation,7.0
1355,99,413782,1.233042,2016-10-10,Mifune: The Last Samurai,7.0
1356,35,425380,1.172209,2016-11-04,Swarna Kaduva,7.0
1357,18,425555,1.027926,2016-09-01,1st Strike,7.0
1358,99,416148,1.923798,2016-11-30,Rocco,7.0
1359,18,416189,1.005674,2016-01-19,Kryo,7.0
1360,0,377662,1.14617,2016-02-13,Litchi Hikari Club,7.0
1361,878,378602,1.006108,2016-01-14,Kara,7.0
1362,99,381044,1.00867,2016-03-12,The Bandit,7.0
1363,35,381066,1.035244,2016-09-08,Jules and Dolores,7.0
1364,99,385305,1.031751,2016-03-05,Twenty-Four by Thirty-Six,7.0
1365,0,388251,1.040406,2016-03-17,Where You Are,7.0
1366,0,384344,1.014136,2016-02-26,Tere Bin Laden Dead or Alive,7.0
1367,10770,384392,1.019866,2016-07-01,Eine Sommerliebe zu Dritt,7.0
1368,35,387842,1.026713,2016-03-04,Kalyana Vaibhogame,7.0
1369,18,393732,1.65445,2016-10-21,Mean Dreams,7.0
1370,18,360139,1.045161,2016-11-24,Elis,7.0
1371,99,356332,1.132776,2016-06-03,The Witness,7.0
1372,0,362216,1.012062,2016-03-13,Collective: Unconscious,7.0
1373,10770,370105,1.013635,2016-02-27,Seitensprung mit Freunden,7.0
1374,10751,375154,1.054414,2016-01-01,Billionaire Boy,7.0
1375,878,421725,1.388204,2016-10-11,Scrat: Spaced Out,7.0
1376,0,421742,1.085718,2016-10-28,Mr. Donkey,7.0
1377,10770,421761,1.049089,2016-12-03,A Dream of Christmas,7.0
1378,10749,409028,1.006144,2016-03-11,Simpallag Innondh Love Story,7.0
1379,99,413782,1.233042,2016-10-10,Mifune: The Last Samurai,7.0
1380,99,384289,1.113897,2016-11-04,Peter and the Farm,7.0
1381,35,366568,1.1203,2016-12-25,Vier gegen die Bank,7.0
1382,10751,366644,1.096389,2016-01-01,Little Door Gods,7.0
1383,12,343789,1.00856,2016-04-09,Corners,7.0
1384,18,448112,1.03996,2016-06-10,Ve Panayır Köyden Gider,7.0
1385,80,445498,1.013803,2016-07-15,Roadside Assistance,7.0
1386,18,444697,1.03285,2016-12-12,"Ali, the Goat and Ibrahim",7.0
1387,53,445890,1.022625,2016-10-23,Appellation,7.0
1388,35,447812,1.038004,2016-10-27,Komici s.r.o. The Tour,7.0
1389,18,447836,1.024512,2016-08-04,Boys and Girls,7.0
1390,10402,430600,1.084342,2016-12-15,iHeartRadio Jingle Ball 2016,7.0
1391,27,438739,1.015267,2016-07-01,Üç Harfliler 3: Karabüyü,7.0
1392,99,432344,1.040749,2016-12-19,Risky Drinking,7.0
1393,0,427004,1.105759,2016-11-15,Finding Dory: Marine Life Interviews,7.0
1394,27,443352,1.007721,2016-01-01,O.V.N.I.,7.0
1395,18,442373,1.027669,2016-01-15,Might,7.0
1396,27,445306,1.023307,2016-10-28,Monsters Anonymous,7.0
1397,10749,419148,1.031545,2016-10-01,Mr. Write,7.0
1398,35,428515,1.100765,2016-12-28,Cek Toko Sebelah,7.0
1399,35,428524,1.05938,2016-10-27,Rock Bro,7.0
1400,0,428583,1.042998,2016-12-02,Sins of Our Youth,7.0
1401,18,424803,1.029093,2016-10-15,Salawaku,7.0
1402,18,425654,1.027771,2016-11-14,NW,7.0
1403,18,430926,1.021105,2016-06-20,Let Me In,7.0
1404,10749,428010,1.026529,2016-11-04,Liberty's Secret: The 100% All-American Musical,7.0
1405,10749,420499,1.009068,2016-05-06,Akira,7.0
1406,0,421669,1.023019,2016-10-17,Toppers in Concert 2016,7.0
1407,35,421681,1.039633,2016-11-11,Cassandra,7.0
1408,878,422271,1.013548,2016-07-05,Jack,7.0
1409,35,428143,1.043308,2016-11-23,Wexford Plaza,7.0
1410,10749,415613,1.006078,2016-03-03,O Perfume da Memória,7.0
1411,80,415621,1.071696,2016-09-23,Pervert Boy,7.0
1412,35,433703,1.136103,2016-12-29,Charlie Brooker's 2016 Wipe,7.0
1413,10751,429657,1.115523,2016-12-10,Albert,7.0
1414,878,425192,1.053901,2016-11-09,Legendy Polskie: Operacja Bazyliszek,7.0
1415,99,430440,1.094007,2016-12-16,The Meme Machine,7.0
1416,35,409196,1.01236,2016-07-31,Reconstructing Harry,7.0
1417,0,408202,1.084254,2016-07-17,NYPD: Biggest Gang In New York?,7.0
1418,99,404762,1.016415,2016-06-22,Serena,7.0
1419,18,406000,1.11573,2016-07-21,The Teacher,7.0
1420,99,413691,1.011572,2016-09-06,9/11 Inside the Pentagon,7.0
1421,18,415182,1.013112,2016-03-22,Le temps d'Anna,7.0
1422,35,415725,1.021966,2016-09-15,Doug Stanhope: No Place Like Home,7.0
1423,80,415733,1.039397,2016-09-12,Lotte Jäger und das tote Mädchen,7.0
1424,35,417114,1.06231,2016-11-03,I Love That Crazy Little Thing,7.0
1425,0,416390,1.003113,2016-01-01,Dugma: The Button,7.0
1426,35,413828,1.026966,2016-09-16,Gilberts revenge,7.0
1427,16,424889,1.183617,2016-12-06,Norman Television,7.0
1428,35,416251,1.161096,2016-11-25,Christmas List,7.0
1429,16,431591,1.093089,2016-12-24,We're Going on a Bear Hunt,7.0
1430,99,432518,1.012586,2016-03-31,Climate Hustle,7.0
1431,35,428638,1.339255,2016-03-30,Igelak (Ranas),7.0
1432,35,445650,1.085974,2016-12-09,Sen Benim Herşeyimsin,7.0
1433,16,434871,1.00843,2016-02-06,Jukai,7.0
1434,18,449946,1.046417,2016-12-03,White Lily,7.0
1435,18,449984,1.048959,2016-05-06,J'ai tout donné au soleil sauf mon ombre,7.0
1436,10751,437216,1.068705,2016-12-30,Cherry Returns,7.0
1437,10749,430026,1.050173,2016-12-11,Season's Greetings,7.0
1438,99,430100,1.092312,2016-12-13,Get Better: A Film About Frank Turner,7.0
1439,10749,431251,1.108137,2016-12-14,Life Risking Romance,7.0
1440,0,421669,1.023019,2016-10-17,Toppers in Concert 2016,7.0
1441,10751,429657,1.115523,2016-12-10,Albert,7.0
1442,878,425192,1.053901,2016-11-09,Legendy Polskie: Operacja Bazyliszek,7.0
1443,10752,426334,1.018594,2016-05-29,Battle of Jutland: The Navy's Bloodiest Day,7.0
1444,99,430440,1.094007,2016-12-16,The Meme Machine,7.0
1445,35,421681,1.039633,2016-11-11,Cassandra,7.0
1446,18,436754,1.121617,2016-12-27,Das Sacher. In bester Gesellschaft,7.0
1447,18,424803,1.029093,2016-10-15,Salawaku,7.0
1448,80,415621,1.071696,2016-09-23,Pervert Boy,7.0
1449,99,426012,1.022188,2016-02-05,Orbayu,7.0
1450,878,378602,1.006108,2016-01-14,Kara,7.0
1451,0,376087,1.007748,2016-02-01,Radio Dreams,7.0
1452,0,379811,1.01911,2016-01-22,Partners,7.0
1453,99,376528,1.072013,2016-08-05,Richard Linklater: Dream Is Destiny,7.0
1454,99,377757,1.043316,2016-01-15,Tale of a Lake,7.0
1455,99,385305,1.031751,2016-03-05,Twenty-Four by Thirty-Six,7.0
1456,14,382272,1.531326,2016-10-29,Death Note: Light Up The New World,7.0
1457,0,374254,1.012879,2016-05-22,Wallander: The White Lioness,7.0
1458,80,388131,1.087456,2016-06-16,Wolf Creek,7.0
1459,36,371859,1.108589,2016-11-02,The Death of Louis XIV,7.0
1460,99,378341,1.020632,2016-01-26,Letzte Ausfahrt Gera: Acht Stunden mit Beate Zschäpe,7.0
1461,99,384673,1.080109,2016-02-14,National Bird,7.0
1462,99,381347,1.020822,2016-02-14,Decadence and Downfall: The Shah of Iran's Ultimate Party,7.0
1463,10751,366644,1.096389,2016-01-01,Little Door Gods,7.0
1464,35,367179,1.020402,2016-06-10,Oru Naal Koothu,7.0
1465,35,366568,1.1203,2016-12-25,Vier gegen die Bank,7.0
1466,0,362216,1.012062,2016-03-13,Collective: Unconscious,7.0
1467,16,434871,1.00843,2016-02-06,Jukai,7.0
1468,35,447812,1.038004,2016-10-27,Komici s.r.o. The Tour,7.0
1469,10751,437216,1.068705,2016-12-30,Cherry Returns,7.0
1470,18,447836,1.024512,2016-08-04,Boys and Girls,7.0
1471,99,413782,1.233042,2016-10-10,Mifune: The Last Samurai,7.0
1472,99,422469,1.480024,2016-11-28,I Am Bolt,7.0
1473,99,417916,1.019046,2016-09-23,Maria converses,7.0
1474,35,408538,1.080952,2016-07-28,The Careful Massacre of the Bourgeoisie,7.0
1475,35,408546,1.010082,2016-08-06,David Cross: Making America Great Again,7.0
1476,99,415482,1.006883,2016-02-23,First Contact: Lost Tribe of the Amazon,7.0
1477,18,413838,1.021593,2016-10-13,Mad World,7.0
1478,27,443352,1.007721,2016-01-01,O.V.N.I.,7.0
1479,18,438283,1.012276,2016-06-12,Chapter & Verse,7.0
1480,18,442373,1.027669,2016-01-15,Might,7.0
1481,10749,445179,1.125136,2016-12-20,Watashi ni Unmei no Koi Nante Arienaitte Omotteta,7.0
1482,10749,430026,1.050173,2016-12-11,Season's Greetings,7.0
1483,10749,431251,1.108137,2016-12-14,Life Risking Romance,7.0
1484,10402,430600,1.084342,2016-12-15,iHeartRadio Jingle Ball 2016,7.0
1485,0,427004,1.105759,2016-11-15,Finding Dory: Marine Life Interviews,7.0
1486,35,427071,1.175805,2016-11-24,Undercover,7.0
1487,10749,419148,1.031545,2016-10-01,Mr. Write,7.0
1488,35,428515,1.100765,2016-12-28,Cek Toko Sebelah,7.0
1489,35,428524,1.05938,2016-10-27,Rock Bro,7.0
1490,0,428583,1.042998,2016-12-02,Sins of Our Youth,7.0
1491,16,424889,1.183617,2016-12-06,Norman Television,7.0
1492,10749,415613,1.006078,2016-03-03,O Perfume da Memória,7.0
1493,35,416251,1.161096,2016-11-25,Christmas List,7.0
1494,18,430926,1.021105,2016-06-20,Let Me In,7.0
1495,0,422146,1.146507,2016-10-13,Le Fantôme,7.0
1496,16,431562,1.298184,2016-07-05,Frozen Northern Lights,7.0
1497,18,427413,1.036629,2016-02-21,Enemies Within,7.0
1498,10749,428010,1.026529,2016-11-04,Liberty's Secret: The 100% All-American Musical,7.0
1499,35,429792,1.031736,2016-12-02,Tony Roberts: Motorcity Motormouth,7.0
1500,35,375858,1.018383,2016-01-01,Azhagu Kutti Chellam,7.0
1501,99,380534,1.143688,2016-05-26,Hidden Colors 4: The Religion of White Supremacy,7.0
1502,35,371811,1.006948,2016-04-15,Sardaar Gabbar Singh,7.0
1503,36,371859,1.108589,2016-11-02,The Death of Louis XIV,7.0
1504,99,377757,1.043316,2016-01-15,Tale of a Lake,7.0
1505,99,334684,1.095629,2016-04-15,LoveTrue,7.0
1506,16,372754,1.019758,2016-02-20,Classmates,7.0
1507,99,373355,1.015152,2016-09-23,The Lovers and the Despot,7.0
1508,99,373945,1.04068,2016-01-22,The Illinois Parables,7.0
1509,18,370870,1.146183,2016-02-26,Aligarh,7.0
1510,35,366568,1.1203,2016-12-25,Vier gegen die Bank,7.0
1511,10751,366644,1.096389,2016-01-01,Little Door Gods,7.0
1512,35,367179,1.020402,2016-06-10,Oru Naal Koothu,7.0
1513,9648,269588,1.537382,2016-11-04,Km 31-2,7.0
1514,27,372962,1.02064,2016-02-25,Mai chan's Daily Life The Movie,7.0
1515,878,437463,1.161097,2016-11-26,Cold Zone,7.0
1516,18,382498,1.175635,2016-10-20,Heart of Stone,7.0
1517,28,412361,1.486633,2016-08-31,Nitro Rush,7.0
1518,12,328387,5.941992,2016-07-27,Nerve,7.0
1519,18,302401,8.200014,2016-09-15,Snowden,7.0
1520,28,300671,3.532971,2016-01-13,13 Hours: The Secret Soldiers of Benghazi,7.0
1521,12,381693,1.265235,2016-01-05,Kung Fu Panda: Secrets of the Scroll,7.0
1522,28,323677,3.187808,2016-02-19,Race,7.0
1523,35,373889,1.803143,2016-02-25,The Most Beautiful Day,6.9
1524,18,376812,1.180461,2016-07-06,Sultan,6.9
1525,53,394684,1.406592,2016-10-28,May God Save Us,6.9
1526,53,385962,1.259038,2016-04-13,Time Renegades,6.9
1527,18,382399,1.704836,2016-04-08,High Strung,6.9
1528,36,351339,1.995888,2016-08-12,Anthropoid,6.9
1529,9648,414937,1.450111,2016-12-05,Maigret's Dead Man,6.9
1530,18,413543,1.380144,2016-11-24,Dear Zindagi,6.9
1531,18,329865,22.476241,2016-11-10,Arrival,6.9
1532,12,347035,1.361139,2016-08-19,Swallows and Amazons,6.9
1533,35,369778,1.621495,2016-02-03,Chocolat,6.9
1534,28,368006,1.121251,2016-05-05,24,6.9
1535,80,348668,2.219412,2016-03-03,A Conspiracy of Faith,6.9
1536,35,425186,1.27223,2016-12-08,Soof 2,6.9
1537,28,382155,1.112694,2016-01-22,Pitbull. New Order,6.9
1538,12,374856,1.347572,2016-04-16,Detective Conan: The Darkest Nightmare,6.9
1539,99,373472,1.023262,2016-01-25,Holy Hell,6.9
1540,35,362227,1.08219,2016-04-08,Night of Something Strange,6.9
1541,18,380111,1.584325,2016-04-21,Flight Crew,6.9
1542,18,391187,1.015602,2016-02-28,Thirteen,6.9
1543,35,415032,1.027663,2016-12-14,The Fabulous Pastars,6.9
1544,35,347031,3.492574,2016-06-24,Swiss Army Man,6.9
1545,28,284052,23.441433,2016-10-25,Doctor Strange,6.9
1546,18,374458,1.53872,2016-05-20,Graduation,6.9
1547,28,271110,21.467025,2016-04-27,Captain America: Civil War,6.9
1548,10770,407628,1.083763,2016-07-25,Dam Sharks!,6.9
1549,18,382913,1.078736,2016-02-26,Mellow Mud,6.9
1550,18,283552,3.931526,2016-09-02,The Light Between Oceans,6.9
1551,18,394260,1.393729,2016-11-10,Sweet Dreams,6.9
1552,28,389030,1.036585,2016-03-21,Overwatch Animated Short: Recall,6.9
1553,18,418308,1.024492,2016-09-27,"Marion, 13 ans pour toujours",6.9
1554,28,396263,2.548747,2016-10-14,Gantz:O,6.9
1555,18,363676,5.302972,2016-09-07,Sully,6.9
1556,18,317557,1.599671,2016-09-23,Queen of Katwe,6.9
1557,18,380762,1.250833,2016-04-07,Trivisa,6.9
1558,35,390777,1.481198,2016-10-14,Ordinary World,6.8
1559,18,348390,1.272364,2016-04-16,Confirmation,6.8
1560,99,330068,1.194807,2016-03-25,Fastball,6.8
1561,18,402383,1.202342,2016-08-20,Gotthard,6.8
1562,18,378777,1.023667,2016-01-15,Soggade Chinni Nayana,6.8
1563,18,406302,1.163135,2016-12-15,Paula,6.8
1564,80,397552,1.036848,2016-03-31,Paranormal Drive,6.8
1565,35,308266,4.170636,2016-08-17,War Dogs,6.8
1566,36,361777,1.548639,2016-09-23,Smoke & Mirrors,6.8
1567,80,302946,8.089724,2016-10-14,The Accountant,6.8
1568,35,374416,2.705245,2016-01-01,Quo vado?,6.8
1569,878,333371,5.433212,2016-03-10,10 Cloverfield Lane,6.8
1570,53,345009,3.293174,2016-10-06,Mine,6.8
1571,27,259693,3.889967,2016-05-13,The Conjuring 2,6.8
1572,80,394374,1.648921,2016-04-21,At the End of the Tunnel,6.8
1573,0,395704,1.016834,2016-05-12,La sposa bambina,6.8
1574,53,429450,2.005722,2016-12-07,Pandora,6.8
1575,10749,376455,1.318803,2016-10-28,Kodi,6.8
1576,53,418670,1.009553,2016-05-11,"Tout, tout de suite",6.8
1577,99,395531,1.124672,2016-04-30,Magicians: Life in the Impossible,6.8
1578,27,388410,1.369195,2016-03-16,Edgar Allan Poe's Lighthouse Keeper,6.8
1579,35,375082,1.143686,2016-08-19,Spaceman,6.8
1580,10749,376252,1.090698,2016-01-14,Mood of the Day,6.8
1581,0,419508,1.251099,2016-12-15,Natale a Londra: Dio salvi la Regina,6.8
1582,99,411009,1.221313,2016-09-10,Amanda Knox,6.8
1583,27,376570,2.704447,2016-03-12,Hush,6.8
1584,35,353571,1.664198,2016-01-23,Tallulah,6.8
1585,18,388333,1.277934,2016-09-30,M.S. Dhoni: The Untold Story,6.8
1586,35,339927,1.489413,2016-10-14,Kevin Hart: What Now?,6.8
1587,18,408438,1.215811,2016-09-29,Indivisible,6.8
1588,99,390296,1.080345,2016-04-30,Do Not Resist,6.8
1589,37,367177,1.238757,2016-12-25,Winnetou: Eine neue Welt,6.8
1590,18,332872,1.880144,2016-04-08,Julieta,6.8
1591,18,373473,1.346254,2016-08-05,Little Men,6.8
1592,53,413052,1.681326,2016-07-28,Hacker,6.8
1593,16,403052,1.490109,2016-07-08,Mower Minions,6.8
1594,27,412950,1.156887,2016-08-26,The Orphanage,6.8
1595,18,383064,1.032906,2016-02-15,Road to Istanbul,6.8
1596,10749,380733,1.026363,2016-02-02,Fight to the Finish,6.8
1597,18,389396,1.803208,2016-03-28,Maigret Sets a Trap,6.8
1598,10751,392664,1.075223,2016-04-07,Troppo napoletano,6.8
1599,28,381645,1.217856,2016-03-12,My Father Die,6.8
1600,53,404665,1.076407,2016-09-08,Oppam,6.8
1601,99,389292,1.156066,2016-03-29,Apex: The Story of the Hypercar,6.8
1602,18,383064,1.032906,2016-02-15,Road to Istanbul,6.8
1603,10749,380733,1.026363,2016-02-02,Fight to the Finish,6.8
1604,28,381645,1.217856,2016-03-12,My Father Die,6.8
1605,18,408299,1.444461,2016-10-05,Heaven Will Wait,6.8
1606,99,382212,1.033425,2016-07-29,Homo Sapiens,6.8
1607,18,371465,1.008835,2016-01-23,Much Ado About Nothing,6.8
1608,18,352498,1.255304,2016-10-18,First Girl I Loved,6.8
1609,53,406298,1.014333,2016-10-05,Into the Forest,6.8
1610,27,412950,1.156887,2016-08-26,The Orphanage,6.8
1611,18,332979,3.015441,2016-11-04,Bleed for This,6.7
1612,28,390734,2.504367,2016-07-09,Kingsglaive: Final Fantasy XV,6.7
1613,10770,360606,1.531095,2016-06-24,Adventures in Babysitting,6.7
1614,16,335797,76.005907,2016-11-23,Sing,6.7
1615,27,375012,1.400032,2016-10-07,Under the Shadow,6.7
1616,18,376290,5.669271,2016-11-25,Miss Sloane,6.7
1617,27,313922,2.711722,2016-04-15,Green Room,6.7
1618,35,387054,1.088125,2016-03-18,Jimmy Carr: Funny Business,6.7
1619,14,378021,1.113424,2016-01-21,DC's Legends of Tomorrow: Their Time Is Now,6.7
1620,10752,392142,1.908115,2016-11-01,Max & Leon,6.7
1621,18,393863,1.009732,2016-04-28,Zeta,6.7
1622,99,370203,1.009558,2016-01-08,The Swedish Theory of Love,6.7
1623,99,402046,1.210989,2016-05-27,Bobby,6.7
1624,12,431731,1.163287,2016-12-29,Winnetou: Der letzte Kampf,6.7
1625,18,390582,1.533609,2016-04-15,Here Alone,6.7
1626,99,367816,1.093467,2016-04-23,Ghostheads,6.7
1627,35,342672,1.301891,2016-02-05,4th Man Out,6.7
1628,18,382503,1.148616,2016-08-31,A Kid,6.7
1629,35,303991,2.961688,2016-04-06,Demolition,6.7
1630,0,318226,1.023243,2016-09-16,Hillsong: Let Hope Rise,6.7
1631,28,357786,1.340875,2016-01-08,Kizumonogatari Part 1: Tekketsu,6.7
1632,18,347123,2.349982,2016-05-23,All the Way,6.7
1633,16,332210,4.893261,2016-09-22,Storks,6.7
1634,28,276624,1.564969,2016-04-23,I Am a Hero,6.7
1635,18,339984,2.586242,2016-03-17,Miracles from Heaven,6.7
1636,99,359871,1.229806,2016-05-05,My Scientology Movie,6.7
1637,18,308409,1.463308,2016-01-14,The Commune,6.7
1638,35,403348,1.222441,2016-11-03,Welcome to the Hartmanns,6.7
1639,14,364540,1.33286,2016-06-18,Girl Asleep,6.7
1640,14,364540,1.33286,2016-06-18,Girl Asleep,6.7
1641,99,377151,1.419586,2016-02-18,Fire at Sea,6.7
1642,18,301339,1.064785,2016-10-13,Coming Through The Rye,6.7
1643,28,421928,1.184439,2016-10-13,Luck-Key,6.7
1644,53,387805,1.139226,2016-09-16,7:19,6.7
1645,18,393517,1.046989,2016-10-19,Apnée,6.7
1646,35,428260,1.135591,2016-11-27,A Christmas in Vermont,6.7
1647,99,418693,1.098692,2016-11-21,Marathon: The Patriots Day Bombing,6.7
1648,18,372756,1.015747,2016-01-09,Garakowa -Restore the World-,6.7
1649,9648,408219,1.093358,2016-04-26,Population Zero,6.7
1650,10770,410317,1.073478,2016-11-13,Christmas Cookies,6.7
1651,18,403032,1.234522,2016-06-23,The Tenants Downstairs,6.7
1652,10770,413441,1.040317,2016-10-08,Autumn in the Vineyard,6.7
1653,10770,415422,1.03003,2016-09-10,Diagnosis Delicious,6.7
1654,99,379053,1.007175,2016-01-21,A World Unseen: The Revenant,6.7
1655,18,426734,1.032531,2016-10-07,Knife in the Clear Water,6.7
1656,35,415396,1.074513,2016-10-07,María (y los demás),6.7
1657,0,432020,1.011826,2016-05-20,Il camionista,6.7
1658,18,381588,1.00645,2016-02-02,Ne m'abandonne pas,6.7
1659,99,376515,1.059643,2016-02-22,Becoming Mike Nichols,6.7
1660,99,379053,1.007175,2016-01-21,A World Unseen: The Revenant,6.7
1661,99,376515,1.059643,2016-02-22,Becoming Mike Nichols,6.7
1662,18,372756,1.015747,2016-01-09,Garakowa -Restore the World-,6.7
1663,53,359806,1.007951,2016-04-21,Em Nome da Lei,6.7
1664,16,366170,1.353091,2016-04-23,Yu-Gi-Oh!: The Dark Side of Dimensions,6.7
1665,0,383526,1.007593,2016-02-13,You'll Never Be Alone,6.7
1666,18,388399,9.235114,2016-12-12,Patriots Day,6.7
1667,80,300669,5.270199,2016-08-25,Don't Breathe,6.7
1668,12,127380,31.769363,2016-06-16,Finding Dory,6.7
1669,28,262982,1.872184,2016-12-16,The Hollow Point,6.7
